id,intent,text
6924,BookRestaurant,I want to book a  bar   neighboring   our apartment .
6925,BookRestaurant,"book a table  not far  in  WY  at a  gastropub  with  internet  for  me, jenny and antoinette   in one week"
6926,BookRestaurant,book sot for  one  at  restaurant  with  wifi
6927,BookRestaurant,I need to book a table at  The Star Inn  that's  within walking distance  from my place in  Ashland
6928,BookRestaurant,I need to book a  restaurant  for  6  people. 
6929,BookRestaurant,Book me a reservation for a  bar  that serves  lobster roll  in  OR
6930,BookRestaurant,I want to book a  restaurant  with  creamed eggs on toast  on  Kansas Day   within walking distance  of  British Indian Ocean Territory
6931,BookRestaurant,I want a table to seat  10  at a  close-by  to  Ottumwa  that serves  osteria  and  ranch dressing .
6932,BookRestaurant,I would like to book the  best   food court  with  persian  food  within the same area  as  OK  for  my ex husband and I  
6933,BookRestaurant,Book a table at a  bar  in  Argentina .
6934,BookRestaurant,book a spot for  nine  at a  top-rated   brasserie  that has  swiss   within the same area  of  New York
6935,BookRestaurant,book a table this  evening  in  Saint Vincent and the Grenadines  at a  gastropub
6936,BookRestaurant,book a table in  Hallwood  for  one  for  supper
6937,BookRestaurant,I want to eat  panisses  the  nearby   cafeteria  in  Naytahwaush
6938,BookRestaurant,Book a table at a  osteria  type  restaurant  in  SD
6939,BookRestaurant,Book a table for  kristina and teresa   in 1 second .
6940,BookRestaurant,I want to book  The Commons Restaurant  for  five  on  Dec. the eighth
6941,BookRestaurant,Book the  CityZen  for  six  people.
6942,BookRestaurant,"Please get me seating at the  tavern  in  Red Lick ,  Michigan"
6943,BookRestaurant,"Need to book a table at a  fast food  restaurant for a party of  nine  on  November seventeenth, 2019"
6944,BookRestaurant,I want to eat at a  bakery  with  deidre and rosa  in  Jersey .
6945,BookRestaurant,Book a  restaurant  for  ten  people  1 second from now .
6946,BookRestaurant,"Book reservations for  ava gonzales, raquel brown and I  on  Jul. 6, 2040  in  Hainesville  at a  restaurant"
6947,BookRestaurant,I need to get seats for  me and my ex wife  to eat in  Egypt .
6948,BookRestaurant,book  The Lake House  for  me and carmella
6949,BookRestaurant,Find a reservation at a  brasserie restaurant   nearby   SC  for a party of  ten
6950,BookRestaurant,antoinette and I  want to eat at an  oyster bar  that serves  pizzette  in  South Duxbury   ME
6951,BookRestaurant,"Book a  restaurant  in  Medford Lakes  on  Sep. 8, 2033  for  essie, tonya and I"
6952,BookRestaurant,book a  restaurant  for  four  in  Burundi
6953,BookRestaurant,"I'd like a table for  my teenager and I  at the  Washington, D.C. Jewish Community Center"
6954,BookRestaurant,Book a table for  doris and I  in  New Tulsa
6955,BookRestaurant,"Book a reservation at a  restaurant  with  me, matilda and deana"
6956,BookRestaurant,Reserve a place to eat on  march fifteenth  in  China   within the same area .
6957,BookRestaurant,"I'd like a table for  three  at  Black Rapids Roadhouse  on  February 24th, 2039"
6958,BookRestaurant,Get me a table at a  bar  which has a  spa .
6959,BookRestaurant,Please make reservations for a  bar   close-by  in  Lake Alfred .
6960,BookRestaurant,I need a reservation for  Roscoff Restaurant  in  Valley Mills
6961,BookRestaurant,I need a table at a  brasserie  in  Belgium
6962,BookRestaurant,I want to book at a  pub  with  parking  in  Cuba .
6963,BookRestaurant,book a table for  4  at  Fish Express
6964,BookRestaurant,"I'd like to eat at a  top-rated  place on  nov. the twenty-sixth  in the  food court , I need reservations for  7  in the city of  Kane  or somewhere  near  there."
6965,BookRestaurant,Book me a table for  seven  in  neighboring   France .
6966,BookRestaurant,book in  Falkland Islands  at  Atomic Cafe
6967,BookRestaurant,I want to take  four  friends to the  pub  for some  tuna casserole
6968,BookRestaurant,I need a reservation in  Decaturville  for  six  people.
6969,BookRestaurant,Book me a reservation for  eight  for the  top-rated   bakery   eleven hours from now  in  Mango
6970,BookRestaurant,book a spot for  ten  at a  restaurant  with a  spa  in  U.S. Minor Outlying Islands
6971,BookRestaurant,Book a reservation for  seven  people at a  highly rated   restaurant  that serves  moroccan  food in  East Greenville
6972,BookRestaurant,Book the  Light Horse Tavern  for  4  people.
6973,BookRestaurant,book a table in  UT  at  Kearney  for  6
6974,BookRestaurant,book a table at a  restaurant  in  Lucerne Valley  that serves  chicken nugget
6975,BookRestaurant,me and deanna  want to book a  restaurant  in  Malawi
6976,BookRestaurant,"Book a  food truck  that serves  tarte  for  tanisha, lorena and juliana ."
6977,BookRestaurant,"christie, concepcion and I  want to eat  trattoria  at a  brasserie  in  Johnston   now"
6978,BookRestaurant,book  in one hour   within walking distance  of a  restaurant   downtown
6979,BookRestaurant,I need to book a  top-rated   steakhouse   this Autumn   for  1   around   Azerbaijan
6980,BookRestaurant,book in  Romania  for  christian and susana  at  David Carpenter House
6981,BookRestaurant,book in  Ukraine  at a  highly rated   restaurant
6982,BookRestaurant,Let me get reservations at a place  neighboring   Indonesia  on  August the nineteenth .
6983,BookRestaurant,I'd like to book a reservation for  next Spring  for  nine  people at  Shore Club .
6984,BookRestaurant,"Book the  Chapter One  in  Bosnia and Herzegovina  for  patti, hester richardson and camille"
6985,BookRestaurant,Book me a  restaurant   ten minutes from now
6986,BookRestaurant,I need a reservation for a  tea house  in  Maple Glen  for  four  people
6987,BookRestaurant,I'd like to eat at  ten PM.  anywhere  neighboring  to  our house
6988,BookRestaurant,Book a table for  seven  people at a  restaurant  which has  internet .
6989,BookRestaurant,"Book a table for  6  at a  restaurant  in  Pershing Square, Manhattan  at  two am"
6990,BookRestaurant,"Book a  restaurant  in  Nebraska  on  january 25, 2034  for  me and my mommy ."
6991,BookRestaurant,book a  restaurant  table at the  food court  in the  spa   sixteen hours from now
6992,BookRestaurant,Book me a table for  one  at  Blue Ribbon Barbecue
6993,BookRestaurant,Book a  highly rated   food court  for  2  people on  jul. 4th .
6994,BookRestaurant,"Locate a  bakery  in  Rockport ,  Federated States Of Micronesia  that serves  olives"
6995,BookRestaurant,"Book a table for  my great grandfather and I  at a place in  Booker ,  AK . "
6996,BookRestaurant,book a table at  Anstruther Fish Bar  in  FM
6997,BookRestaurant,Please make a reservation at  ten  at a  bakery  which serves  burrito .
6998,BookRestaurant,Book the  Labworth Café  in  Ethiopia  for  six  people.
6999,BookRestaurant,I have a party of  7  in  East Timor
7000,BookRestaurant,I need a table for  1 minute from now  at any  pub  for  five   around   IN  that also serves  fisn'n chips .
7001,BookRestaurant,book a  best   tavern  for  nine
7002,BookRestaurant,me and aisha  and craving  cordon bleu  and need to book a table at a  brasserie .
7003,BookRestaurant,evangeline and petra cooper  want to go to a  restaurant   in 9 years  
7004,BookRestaurant,Table for  one  somewhere in  Palco
7005,BookRestaurant,I need to book a  restaurant  at  four o'clock  for  4
7006,BookRestaurant,Lets go to a  steakhouse  before  we  go to the  pool
7007,BookRestaurant,"Book a table for  iris, ina and heidi  around  9 pm ."
7008,BookRestaurant,I need a reservation in  Pitcairn Islands  for any  restaurant  joint
7009,BookRestaurant,Book something for  me and my wife  at a  restaurant   in four weeks
7010,BookRestaurant,Need a table in  Serbia and Montenegro  on  Apr. 16  for a party of  seven
7011,BookRestaurant,Book a  steakhouse  with a  spa  for  seven  people.
7012,BookRestaurant,I need seats for  six  at a  vegan   bar  in  London Borough of Enfield  or the  same distant   in one second
7013,BookRestaurant,Book a table at a  diner  which serves  thousand island dressing  in  Ivory Coast .
7014,BookRestaurant,I need a booking for  seven  people at  Metropolitan Museum of Art .
7015,BookRestaurant,Book a reservation for  four  at the  best   brasserie  in  Venezuela
7016,BookRestaurant,Book a table for  1  person at a  popular   brasserie  in  Jansen  that serves  english  food
7017,BookRestaurant,I need a reservation for  eight  for a  brasserie  that serves  spanish rice
7018,BookRestaurant,"Book reservations at a  restaurant  in  NE  for  4  people on  apr. 2, 2021"
7019,BookRestaurant,book a  gratin  serving  tea house  in  Bushkill
7020,BookRestaurant,Book a  restaurant  that serves  bouchée  for  midnight .
7021,BookRestaurant,Book a  restaurant  for  7  people.
7022,BookRestaurant,party of  two  for a  food truck  on  december 22  that serves  chicken french  in  Bolivia
7023,BookRestaurant,"book a spot for  marlene, jordan and I  on  oct. the 6th"
7024,BookRestaurant,book a  restaurant  that serves  trottole  in  Tillicum
7025,BookRestaurant,I'd like to book the  best   restaurant  in  AS .
7026,BookRestaurant,book a spot for  10   in the same area   of  Inwood - 207th St
7027,BookRestaurant,"I need to book a  restaurant  in  Burkettsville   in 2 years   for  rhoda adams, roxanne and I"
7028,BookRestaurant,Need a table at a  fast food restaurant  for  me and my kids  in  Brusly Landing
7029,BookRestaurant,I need a table for  nine  in  Atlas   in 1 second
7030,BookRestaurant,Book a  restaurant   distant  from  downtown .
7031,BookRestaurant,I want to bring  four  people to a place that's  close  to  downtown  that serves  churrascaria  cuisine. 
7032,BookRestaurant,in  Delanson   1 hour from now  reserve a table for  four
7033,BookRestaurant,Find me a table at a  delicatessen  in  Urbanette  that serves  rabbit pie
7034,BookRestaurant,Book a  restaurant  in  WI  at  13:22:34  for  9  people.
7035,BookRestaurant,Please make reservations for  three  at a  kosher   taverna   nearby   our secondary residence  
7036,BookRestaurant,"Book a  restaurant  in  Indiana  for  me, violet and dianne ."
7037,BookRestaurant,book a  restaurant   close  to  Grant Av
7038,BookRestaurant,Book reservation for  2  people  tomorrow  in  Whitewater
7039,BookRestaurant,I need a table for  8  people at a  restaurant  in  District Of Columbia .
7040,BookRestaurant,book a table for  ten  people
7041,BookRestaurant,Book a  restaurant  for  9  at  00:37 PM
7042,BookRestaurant,Book a  restaurant  in  Botswana  for  seven  people.
7043,BookRestaurant,Book  Georgetown Cupcake  in  Keller  for  tea  time.
7044,BookRestaurant,"Book a  restaurant  for  marcella, erma and leanne rivera ."
7045,BookRestaurant,I would like to make a reservation for  2  for  brunch .
7046,BookRestaurant,Book a table for  me and my crew  scheduled for  10:47:15 pm  in  IL .
7047,BookRestaurant,I'd like to go to the  popular   bistro  in  OH
7048,BookRestaurant,Please book a  bar  type  goiano  room accommodate for  2  members  1 second from now  in  PR
7049,BookRestaurant,I'm looking to get a seat at a  brasserie  in  Togo .
7050,BookRestaurant,Book me a table at a  Tartinery Restaurant   not far  from my  home  in  Elk Rapids .
7051,BookRestaurant,"book a  brasserie  at  Turtle Creek   neighboring  on  march sixth, 2038  for  eight"
7052,BookRestaurant,Book a  maharashtrian   restaurant  please.
7053,BookRestaurant,Book a table for  five  in  Unalaska   this month .
7054,BookRestaurant,"My party of  3  would really like to eat  baba au rhum  at a  brasserie , could you help?"
7055,BookRestaurant,I want to book a  restaurant   now  in  Ludlow  for  eight
7056,BookRestaurant,I want to book a  pub  in  MS  that serves  festoni
7057,BookRestaurant,book a  cafe  in  Romania
7058,BookRestaurant,I want to take  my parents and I  to eat some  romagna  at a  brasserie  in  North Dakota
7059,BookRestaurant,"Book a table for  1 ,  1 second from now  in  Adelaide"
7060,BookRestaurant,in one hundred twenty seven days  I'd like to eat at a  pizzeria  in  North Lima
7061,BookRestaurant,Book a  brasserie  in  Cuney  for  seven  people.
7062,BookRestaurant,"Book me a table for  seven  in  Co-operative Block Building ,  ND ."
7063,BookRestaurant,I'd like to eat  surf and turf   in one minute  at a  bar
7064,BookRestaurant,I want to take  my mom and I  to the  tea house
7065,BookRestaurant,I want to book a  highly rated   pizzeria   in the same area  as  tia's house
7066,BookRestaurant,I need a table at  The Middle East  in  MN  for a party of  6
7067,BookRestaurant,book me a  restaurant  at  Sint Maarten  on  sun .
7068,BookRestaurant,Book a  restaurant  in  Three Points
7069,BookRestaurant,I want a table for  2  at a  Portugal   restaurant
7070,BookRestaurant,I'd like to eat at an  internet   restaurant  with a party of  four
7071,BookRestaurant,I would like to book a  bistro  for  7
7072,BookRestaurant,I'd like to eat at a  restaurant  in  MD  with a party of  8
7073,BookRestaurant,Find a reservation for  2  at a  restaurant  for  pizza
7074,BookRestaurant,I want to book a  restaurant  in  Bosnia and Herzegovina .
7075,BookRestaurant,Need a booking for a party of  five  at a  restaurant  in  French Polynesia
7076,BookRestaurant,Book reservation at  The Big Chill Cafe  in  AR  for  10  people
7077,BookRestaurant,Make me reservations for a  highly rated   restaurant .
7078,BookRestaurant,book a  restaurant  for  my baby and I  in  Delaware
7079,BookRestaurant,Book a table at the  top-rated   taverna  in  North Korea .
7080,BookRestaurant,Book reservations at a  restaurant  in  Jersey  for  six  people  next October
7081,BookRestaurant,book a  cafe  table for  one  that has  internet  access
7082,BookRestaurant,I'd like to eat at a  restaurant   far  from  Grantsburg
